i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
1031	EO946_RS05570	EO946_05570	WP_003224341.1	NA	-1	1077106	1078252	subtilisin AprE
1032	EO946_RS05575	EO946_05575	WP_003224344.1	NA	1	1078693	1079143	GNAT family N-acetyltransferase
1033	EO946_RS05580	EO946_05580	WP_003224345.1	NA	1	1079213	1080206	acryloyl-CoA reductase
1034	EO946_RS05585	EO946_05585	WP_003224347.1	NA	1	1080539	1081511	ABC transporter substrate-binding protein
1035	EO946_RS05590	EO946_05590	WP_003224349.1	NA	-1	1081542	1082124	phosphatase PhoE
1036	EO946_RS05595	EO946_05595	WP_003224351.1	NA	-1	1082194	1083289	acetyl-CoA C-acyltransferase
1037	EO946_RS05600	EO946_05600	WP_003224353.1	NA	-1	1083290	1084730	AMP-binding protein
1038	EO946_RS05605	EO946_05605	WP_003224355.1	NA	-1	1084735	1085296	biotin transporter BioY
1039	EO946_RS05610	EO946_05610	WP_003224357.1	NA	-1	1085430	1086729	heme-based aerotactic transducer HemAT
1040	EO946_RS05615	EO946_05615	WP_003224362.1	NA	-1	1086865	1088395	FAD-dependent oxidoreductase
1041	EO946_RS05620	EO946_05620	WP_003224364.1	NA	1	1088506	1089364	SDR family oxidoreductase
1042	EO946_RS05625	EO946_05625	WP_003224366.1	NA	-1	1089391	1089625	IDEAL domain-containing protein
1043	EO946_RS05630	EO946_05630	WP_003224368.1	NA	1	1089917	1090496	competence transcription factor ComK
1044	EO946_RS05635	EO946_05635	WP_003224369.1	NA	-1	1090538	1091438	SDR family oxidoreductase
1045	EO946_RS05640	EO946_05640	WP_003224373.1	NA	1	1091654	1091924	excalibur calcium-binding domain-containing protein
1046	EO946_RS05645	EO946_05645	WP_003224375.1	NA	-1	1091966	1093436	sodium:solute symporter
1047	EO946_RS05650	EO946_05650	WP_003224377.1	NA	-1	1093432	1093633	DUF3311 domain-containing protein
1048	EO946_RS05655	EO946_05655	WP_003224380.1	NA	-1	1093858	1094221	hypothetical protein
1049	EO946_RS05660	EO946_05660	WP_032727224.1	NA	1	1094373	1094997	TVP38/TMEM64 family protein
1050	EO946_RS05665	EO946_05665	WP_003224385.1	lepB	1	1094998	1095505	signal peptidase I
1051	EO946_RS05670	EO946_05670	WP_079996537.1	NA	1	1095681	1097181	monooxygenase
1052	EO946_RS05675	EO946_05675	WP_003224390.1	NA	1	1097257	1097785	MarR family transcriptional regulator
1053	EO946_RS05680	EO946_05680	WP_032727223.1	NA	-1	1097811	1098009	hypothetical protein
1054	EO946_RS05685	EO946_05685	WP_003224394.1	NA	-1	1098360	1099566	glucose/mannose transporter GlcP
1055	EO946_RS05690	EO946_05690	WP_003224396.1	NA	-1	1099637	1100690	glucose-6-phosphate 3-dehydrogenase NdtC
1056	EO946_RS05695	EO946_05695	WP_003224399.1	NA	-1	1100707	1101553	kanosamine-6-phosphate phosphatase
1057	EO946_RS05700	EO946_05700	WP_003224401.1	NA	-1	1101524	1102850	DegT/DnrJ/EryC1/StrS family aminotransferase
1058	EO946_RS05705	EO946_05705	WP_003224403.1	NA	1	1102955	1103945	NTD biosynthesis operon transcriptional regulator NtdR
1059	EO946_RS05710	EO946_05710	WP_003224405.1	NA	-1	1104497	1105652	AbrB family transcriptional regulator
1060	EO946_RS05715	EO946_05715	WP_003224407.1	NA	-1	1105759	1106962	MFS transporter
1061	EO946_RS05720	EO946_05720	WP_003224409.1	NA	1	1107075	1108803	SgrR family transcriptional regulator
1062	EO946_RS05725	EO946_05725	WP_032727222.1	NA	-1	1108838	1109168	four-helix bundle copper-binding protein
1063	EO946_RS05730	EO946_05730	WP_003224414.1	NA	-1	1109284	1109722	hypothetical protein
1064	EO946_RS05735	EO946_05735	WP_003224417.1	addB	1	1109905	1113406	helicase-exonuclease AddAB subunit AddB
1065	EO946_RS05740	EO946_05740	WP_003224421.1	addA	1	1113392	1117097	helicase-exonuclease AddAB subunit AddA
1066	EO946_RS05745	EO946_05745	WP_003224424.1	NA	1	1117168	1118344	exonuclease SbcCD subunit D
1067	EO946_RS05750	EO946_05750	WP_003224426.1	NA	1	1118340	1121733	SMC family ATPase
1068	EO946_RS05755	EO946_05755	WP_003224428.1	NA	1	1121746	1122049	HNH nuclease-like protein HlpB
1069	EO946_RS05760	EO946_05760	WP_003224430.1	NA	-1	1122085	1122304	spore germination protein
1070	EO946_RS05765	EO946_05765	WP_013307955.1	NA	-1	1122335	1122737	spore germination protein GerPE
1071	EO946_RS05770	EO946_05770	WP_003224434.1	NA	-1	1122729	1122915	spore germination protein GerPD
1072	EO946_RS05775	EO946_05775	WP_003224436.1	NA	-1	1122911	1123529	germination protein GerPC
1073	EO946_RS05780	EO946_05780	WP_003224438.1	NA	-1	1123551	1123785	germination protein GerPB
1074	EO946_RS05785	EO946_05785	WP_003224441.1	NA	-1	1123798	1124020	spore germination protein
1075	EO946_RS05790	EO946_05790	WP_003224444.1	NA	-1	1124437	1124608	aspartyl-phosphate phosphatase Spo0E family protein
1076	EO946_RS05795	EO946_05795	WP_003224445.1	NA	-1	1124751	1125675	spore coat protein
1077	EO946_RS05800	EO946_05800	WP_003224447.1	NA	1	1125828	1126734	fumarylacetoacetate hydrolase family protein
1078	EO946_RS05805	EO946_05805	WP_003224449.1	NA	1	1126849	1127206	YisL family protein
1079	EO946_RS05810	EO946_05810	WP_003224451.1	NA	1	1127371	1130056	cell wall-associated protease WprA
1080	EO946_RS05815	EO946_05815	WP_003224453.1	NA	-1	1130087	1130645	DUF2777 domain-containing protein
1081	EO946_RS05820	EO946_05820	WP_003224455.1	asnB	1	1130814	1132659	asparagine synthase (glutamine-hydrolyzing)
1082	EO946_RS05825	EO946_05825	WP_003224458.1	NA	-1	1132867	1133347	DUF664 domain-containing protein
1083	EO946_RS05830	EO946_05830	WP_003224460.1	NA	1	1133910	1134717	phytoene/squalene synthase family protein
1084	EO946_RS05835	EO946_05835	WP_003224464.1	NA	-1	1134741	1136109	MATE family efflux transporter
1085	EO946_RS05840	EO946_05840	WP_003224467.1	NA	1	1136232	1137096	AraC family transcriptional regulator
1086	EO946_RS05845	EO946_05845	WP_003224469.1	NA	1	1137113	1138127	transcriptional regulator DegA
1087	EO946_RS05850	EO946_05850	WP_003224471.1	NA	1	1138334	1139369	Gfo/Idh/MocA family oxidoreductase
1088	EO946_RS05855	EO946_05855	WP_003224474.1	NA	-1	1139426	1139936	damage-inducible protein DinB
1089	EO946_RS05860	EO946_05860	WP_013307956.1	NA	-1	1139985	1140597	amino acid transporter
1090	EO946_RS05865	EO946_05865	WP_079996539.1	NA	1	1140714	1142166	PLP-dependent aminotransferase family protein
1091	EO946_RS05870	EO946_05870	WP_003224480.1	NA	-1	1142172	1142811	pentapeptide repeat-containing protein
1092	EO946_RS05875	EO946_05875	WP_003224482.1	NA	1	1143014	1143821	alpha/beta hydrolase
1093	EO946_RS05880	EO946_05880	WP_003224484.1	cysC	-1	1143847	1144447	adenylyl-sulfate kinase
1094	EO946_RS05885	EO946_05885	WP_003224486.1	sat	-1	1144443	1145613	sulfate adenylyltransferase
1095	EO946_RS05890	EO946_05890	WP_003224488.1	NA	-1	1145725	1146439	phosphoadenylyl-sulfate reductase
1096	EO946_RS05895	EO946_05895	WP_003224490.1	NA	1	1146628	1147315	2-phosphosulfolactate phosphatase
1097	EO946_RS05900	EO946_05900	WP_003224492.1	NA	1	1147311	1148070	phosphosulfolactate synthase
1098	EO946_RS05905	EO946_05905	WP_003224494.1	NA	-1	1148114	1148744	YitT family protein
1099	EO946_RS05910	EO946_05910	WP_003224496.1	NA	-1	1148839	1149955	mandelate racemase/muconate lactonizing enzyme family protein
1100	EO946_RS05915	EO946_05915	WP_003224498.1	NA	-1	1149963	1151232	MFS transporter
1101	EO946_RS05920	EO946_05920	WP_003224500.1	NA	-1	1151344	1152202	GNAT family N-acetyltransferase
1102	EO946_RS05925	EO946_05925	WP_003224502.1	NA	-1	1152207	1152657	GNAT family N-acetyltransferase
1103	EO946_RS05930	EO946_05930	WP_003224504.1	NA	-1	1152748	1154587	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase
1104	EO946_RS05935	EO946_05935	WP_003224506.1	NA	-1	1154902	1155394	YajQ family cyclic di-GMP-binding protein
1105	EO946_RS05940	EO946_05940	WP_003224508.1	NA	1	1155541	1156390	S1 RNA-binding domain-containing protein
1106	EO946_RS05945	EO946_05945	WP_003224510.1	NA	1	1156502	1156793	DUF3784 domain-containing protein
1107	EO946_RS05950	EO946_05950	WP_003224512.1	NA	-1	1156834	1157686	DegV family protein
1108	EO946_RS05955	EO946_05955	WP_003224514.1	NA	1	1157822	1158665	YitT family protein
1109	EO946_RS05960	EO946_05960	WP_079996542.1	NA	1	1158779	1159139	proteinase inhibitor
1110	EO946_RS05965	EO946_05965	WP_003224518.1	NA	-1	1159169	1159367	DUF3813 domain-containing protein
1111	EO946_RS05970	EO946_05970	WP_003224522.1	NA	-1	1159623	1160436	Cof-type HAD-IIB family hydrolase
1112	EO946_RS05975	EO946_05975	WP_003224523.1	NA	1	1160556	1161324	prolyl oligopeptidase family serine peptidase
1113	EO946_RS05980	EO946_05980	WP_003224525.1	NA	1	1161387	1161696	metal-sulfur cluster assembly factor
1114	EO946_RS05985	EO946_05985	WP_003224527.1	NA	1	1161764	1161935	YqaE/Pmp3 family membrane protein
1115	EO946_RS05990	EO946_05990	WP_003224528.1	NA	1	1161996	1163427	FAD-binding oxidoreductase
1116	EO946_RS05995	EO946_05995	WP_079996561.1	NA	1	1163471	1163966	MFS transporter
1117	EO946_RS06000	EO946_06000	WP_003224534.1	NA	1	1164170	1165208	N-acetyl-gamma-glutamyl-phosphate reductase
1118	EO946_RS06005	EO946_06005	WP_003224536.1	argJ	1	1165227	1166448	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
1119	EO946_RS06010	EO946_06010	WP_003224540.1	argB	1	1166462	1167239	acetylglutamate kinase
1120	EO946_RS06015	EO946_06015	WP_003224542.1	NA	1	1167235	1168393	acetylornithine transaminase
1121	EO946_RS06020	EO946_06020	WP_003224544.1	NA	1	1168463	1169525	carbamoyl phosphate synthase small subunit
1122	EO946_RS06025	EO946_06025	WP_003224546.1	NA	1	1169517	1172610	carbamoyl phosphate synthase large subunit
1123	EO946_RS06030	EO946_06030	WP_003224547.1	argF	1	1172597	1173542	ornithine carbamoyltransferase
1124	EO946_RS06035	EO946_06035	WP_003224549.1	NA	1	1173642	1173822	YjzC family protein
1125	EO946_RS06040	EO946_06040	WP_003224551.1	NA	-1	1173867	1174053	YjzD family protein
1126	EO946_RS06045	EO946_06045	WP_003224553.1	NA	1	1174303	1175038	hypothetical protein
1127	EO946_RS06050	EO946_06050	WP_003224555.1	NA	1	1175121	1175679	hypothetical protein
1128	EO946_RS06055	EO946_06055	WP_003224557.1	NA	1	1175769	1176723	transcriptional regulator Med
1129	EO946_RS06060	EO946_06060	WP_003224559.1	NA	1	1176737	1176929	ComG operon repressor
1130	EO946_RS06065	EO946_06065	WP_072183380.1	NA	-1	1176958	1177186	hypothetical protein
1131	EO946_RS06070	EO946_06070	WP_003224562.1	fabH	1	1177351	1178290	beta-ketoacyl-ACP synthase III
1132	EO946_RS06075	EO946_06075	WP_003224564.1	fabF	1	1178314	1179556	beta-ketoacyl-ACP synthase II
1133	EO946_RS06080	EO946_06080	WP_003224566.1	NA	1	1179631	1180417	DUF2268 domain-containing protein
1134	EO946_RS06085	EO946_06085	WP_003224568.1	NA	1	1180607	1181594	oligopeptide ABC transporter ATP-binding protein AppD
1135	EO946_RS06090	EO946_06090	WP_003224570.1	NA	1	1181590	1182580	oligopeptide ABC transporter ATP-binding protein AppF
1136	EO946_RS06095	EO946_06095	WP_003224572.1	NA	1	1182667	1184299	peptide-binding protein
1137	EO946_RS06100	EO946_06100	WP_003224576.1	NA	1	1184374	1185325	ABC transporter permease
1138	EO946_RS06105	EO946_06105	WP_003224578.1	NA	1	1185341	1186253	oligopeptide ABC transporter permease AppC
1139	EO946_RS06110	EO946_06110	WP_003224580.1	NA	1	1186458	1187211	YjbA family protein
1140	EO946_RS06115	EO946_06115	WP_003224581.1	trpS	-1	1187244	1188237	tryptophan--tRNA ligase
1141	EO946_RS06120	EO946_06120	NA	NA	-1	1188233	1188453	hypothetical protein
1142	EO946_RS06125	EO946_06125	WP_003224583.1	NA	1	1188980	1190618	peptide ABC transporter substrate-binding protein
1143	EO946_RS06130	EO946_06130	WP_003224585.1	NA	1	1190713	1191649	oligopeptide ABC transporter permease OppB
1144	EO946_RS06135	EO946_06135	WP_003224586.1	NA	1	1191652	1192570	oligopeptide ABC transporter permease OppC
1145	EO946_RS06140	EO946_06140	WP_079996332.1	NA	1	1192574	1193651	oligopeptide ABC transporter ATP-binding protein OppD
1146	EO946_RS06145	EO946_06145	WP_003224591.1	NA	1	1193652	1194570	oligopeptide ABC transporter ATP-binding protein OppF
1147	EO946_RS06150	EO946_06150	WP_079996334.1	NA	1	1194675	1195890	MFS transporter
1148	EO946_RS06155	EO946_06155	WP_003224597.1	NA	1	1196067	1196646	GNAT family N-acetyltransferase
1149	EO946_RS06160	EO946_06160	WP_003224599.1	spx	1	1196826	1197222	transcriptional regulator Spx
1150	EO946_RS06165	EO946_06165	WP_003224601.1	NA	-1	1197264	1197921	TerC family protein
1151	EO946_RS06170	EO946_06170	WP_120698858.1	NA	1	1198104	1198230	hypothetical protein
1152	EO946_RS06175	EO946_06175	WP_003224603.1	mecA	1	1198196	1198853	adaptor protein MecA
1153	EO946_RS06180	EO946_06180	NA	NA	-1	1198847	1198969	hypothetical protein
1154	EO946_RS06185	EO946_06185	WP_003224605.1	NA	1	1199012	1200164	competence protein CoiA
1155	EO946_RS06190	EO946_06190	WP_003224607.1	pepF	1	1200210	1202223	oligoendopeptidase F
1156	EO946_RS06195	EO946_06195	WP_019713977.1	NA	-1	1202260	1202428	hypothetical protein
1157	EO946_RS06200	EO946_06200	WP_032727221.1	NA	-1	1202523	1202727	hypothetical protein
1158	EO946_RS06205	EO946_06205	WP_003224611.1	NA	-1	1202741	1203641	adaptor protein SpxH
1159	EO946_RS06210	EO946_06210	WP_003224612.1	NA	-1	1203637	1204036	group 2 truncated hemoglobin YjbI
1160	EO946_RS06215	EO946_06215	WP_079996568.1	NA	-1	1204290	1204836	lytic transglycosylase domain-containing protein
1161	EO946_RS06220	EO946_06220	WP_003224616.1	NA	-1	1205042	1205615	CYTH domain-containing protein
1162	EO946_RS06225	EO946_06225	WP_003224618.1	NA	1	1205738	1206104	hypothetical protein
1163	EO946_RS06230	EO946_06230	WP_003224620.1	NA	1	1206132	1206768	GTP diphosphokinase
1164	EO946_RS06235	EO946_06235	WP_003224622.1	NA	1	1206786	1207587	NAD kinase
1165	EO946_RS06240	EO946_06240	WP_079996570.1	NA	1	1207649	1208501	RluA family pseudouridine synthase
1166	EO946_RS06245	EO946_06245	WP_003224625.1	prpE	-1	1208513	1209248	bis(5'-nucleosyl)-tetraphosphatase PrpE
1167	EO946_RS06250	EO946_06250	WP_003224627.1	NA	1	1209481	1211326	sodium:proton antiporter
1168	EO946_RS06255	EO946_06255	WP_003224629.1	tenA	1	1211577	1212285	thiaminase II
1169	EO946_RS06260	EO946_06260	WP_013307959.1	tenI	1	1212262	1212880	thiazole tautomerase TenI
1170	EO946_RS06265	EO946_06265	WP_003224633.1	thiO	1	1212863	1213973	glycine oxidase ThiO
1171	EO946_RS06270	EO946_06270	WP_072182824.1	thiS	1	1213972	1214173	sulfur carrier protein ThiS
1172	EO946_RS06275	EO946_06275	WP_072566102.1	thiG	1	1214169	1214940	thiazole synthase
1173	EO946_RS06280	EO946_06280	WP_003224639.1	NA	1	1214936	1215947	thiazole biosynthesis adenylyltransferase ThiF
1174	EO946_RS06285	EO946_06285	WP_003224641.1	thiD	1	1215965	1216781	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
1175	EO946_RS06290	EO946_06290	WP_003224643.1	fabI	1	1216917	1217694	enoyl-ACP reductase FabI
1176	EO946_RS06295	EO946_06295	WP_079996336.1	NA	1	1217794	1218484	spore coat protein
1177	EO946_RS06300	EO946_06300	WP_003224647.1	NA	-1	1218575	1219025	spore coat protein
1178	EO946_RS06305	EO946_06305	WP_003224650.1	NA	-1	1219152	1219641	spore coat protein CotY
1179	EO946_RS06310	EO946_06310	WP_003224652.1	NA	-1	1219791	1220298	spore coat protein
1180	EO946_RS06315	EO946_06315	WP_003224654.1	NA	-1	1220386	1220716	hypothetical protein
1181	EO946_RS06320	EO946_06320	WP_003224656.1	NA	-1	1220756	1221143	spore coat protein
1182	EO946_RS06325	EO946_06325	WP_003224659.1	NA	1	1221298	1221655	DUF1360 domain-containing protein
1183	EO946_RS06330	EO946_06330	WP_003224663.1	NA	1	1221935	1222142	hypothetical protein
1184	EO946_RS06335	EO946_06335	WP_003224664.1	yjcZ	1	1222223	1222382	sporulation protein YjcZ
1185	EO946_RS06340	EO946_06340	WP_003224666.1	NA	1	1222514	1222769	sporulation-specific transcription regulator SopVIF
1186	EO946_RS06345	EO946_06345	WP_003224668.1	NA	-1	1222841	1225121	ATP-dependent helicase
1187	EO946_RS06350	EO946_06350	WP_003224670.1	NA	1	1225239	1225494	hypothetical protein
1188	EO946_RS06355	EO946_06355	WP_003224673.1	NA	-1	1225567	1225990	GNAT family N-acetyltransferase
1189	EO946_RS06360	EO946_06360	WP_003224675.1	NA	-1	1225994	1226510	hypothetical protein
1190	EO946_RS06365	EO946_06365	WP_003224677.1	NA	-1	1226546	1227269	esterase family protein
1191	EO946_RS06370	EO946_06370	WP_032727339.1	metI	1	1227630	1228752	cystathionine gamma-synthase/O-acetylhomoserine thiolyase
1192	EO946_RS06375	EO946_06375	WP_003224681.1	metC	1	1228744	1229917	cystathionine beta-lyase
1193	EO946_RS06380	EO946_06380	NA	NA	-1	1229945	1230490	GNAT family N-acetyltransferase
1194	EO946_RS06385	EO946_06385	WP_003224683.1	NA	-1	1230559	1231750	DUF819 domain-containing protein
1195	EO946_RS06395	EO946_06395	NA	NA	1	<1232159	1232825	N-acetylmuramoyl-L-alanine amidase
1196	EO946_RS06400	EO946_06400	WP_003224686.1	NA	-1	1232870	1233161	hypothetical protein
1197	EO946_RS06405	EO946_06405	NA	NA	-1	1233177	1235039	hypothetical protein
1198	EO946_RS06410	EO946_06410	WP_003224692.1	NA	1	1235276	1236404	tetratricopeptide repeat protein
1199	EO946_RS06415	EO946_06415	WP_079996574.1	NA	1	1236581	1236743	peptidoglycan-binding protein
1200	EO946_RS06420	EO946_06420	WP_003224694.1	NA	1	1236847	1237027	hypothetical protein
1201	EO946_RS06425	EO946_06425	WP_003224696.1	NA	1	1237085	1237331	hypothetical protein
1202	EO946_RS06430	EO946_06430	WP_003224699.1	NA	1	1237368	1237941	hypothetical protein
1203	EO946_RS06435	EO946_06435	WP_003224701.1	NA	-1	1238011	1238350	YolD-like family protein
1204	EO946_RS06440	EO946_06440	NA	NA	1	1238964	1240913	BglG family transcription antiterminator
1205	EO946_RS06445	EO946_06445	WP_003224704.1	NA	1	1241061	1243014	PTS mannose transporter subunit IIABC
1206	EO946_RS06450	EO946_06450	WP_003224708.1	manA	1	1243029	1243977	mannose-6-phosphate isomerase, class I
1207	EO946_RS06455	EO946_06455	WP_003224712.1	NA	1	1244356	1244641	hypothetical protein
1208	EO946_RS06460	EO946_06460	NA	NA	-1	1244756	1245264	GNAT family N-acetyltransferase
1209	EO946_RS06465	EO946_06465	WP_003224716.1	NA	-1	1245538	1245934	hypothetical protein
1210	EO946_RS06470	EO946_06470	WP_003224718.1	ybaK	1	1246135	1246618	Cys-tRNA(Pro) deacylase
1211	EO946_RS06475	EO946_06475	WP_003224719.1	NA	-1	1246662	1246857	DUF4177 domain-containing protein
1212	EO946_RS06480	EO946_06480	WP_003224721.1	NA	1	1247393	1247630	hypothetical protein
1213	EO946_RS06485	EO946_06485	WP_003224725.1	cyoE	-1	1247946	1248909	protoheme IX farnesyltransferase
1214	EO946_RS06490	EO946_06490	WP_032727220.1	NA	-1	1249059	1249296	hypothetical protein
1215	EO946_RS06495	EO946_06495	WP_013307961.1	NA	1	1249549	1250950	peptidoglycan-N-acetylmuramic acid deacetylase PdaC
1216	EO946_RS06500	EO946_06500	WP_003220468.1	NA	-1	1250996	1251470	YjfA family protein
1217	EO946_RS06505	EO946_06505	WP_003220470.1	NA	-1	1251599	1251767	putative motility protein
1218	EO946_RS06510	EO946_06510	WP_003220472.1	NA	1	1251894	1252794	DUF2268 domain-containing protein
1219	EO946_RS06515	EO946_06515	WP_003220473.1	NA	-1	1252802	1253201	DUF2809 domain-containing protein
1220	EO946_RS06520	EO946_06520	WP_003220475.1	NA	-1	1253299	1253875	YjgB family protein
1221	EO946_RS06525	EO946_06525	WP_003220478.1	NA	1	1254024	1256982	formate dehydrogenase subunit alpha
1222	EO946_RS06530	EO946_06530	WP_003220480.1	NA	1	1256974	1257535	DUF1641 domain-containing protein
1223	EO946_RS06535	EO946_06535	WP_003220481.1	NA	1	1257732	1258371	DUF4352 domain-containing protein
1224	EO946_RS06540	EO946_06540	WP_079996340.1	NA	1	1258449	1259076	NUDIX hydrolase
1225	EO946_RS06545	EO946_06545	WP_003220485.1	NA	-1	1259107	1259386	hypothetical protein
1226	EO946_RS06550	EO946_06550	WP_003220487.1	NA	1	1259776	1260967	cytochrome P450
1227	EO946_RS06555	EO946_06555	WP_003220489.1	NA	1	1260989	1262168	UDP-glucosyltransferase
1228	EO946_RS06560	EO946_06560	WP_003220492.1	NA	-1	1262209	1262398	hypothetical protein
1229	EO946_RS06565	EO946_06565	WP_003220494.1	NA	1	1262572	1263385	uroporphyrinogen-III synthase
1230	EO946_RS06570	EO946_06570	WP_003220496.1	fetB	-1	1263430	1264183	iron export ABC transporter permease subunit FetB
1231	EO946_RS06575	EO946_06575	WP_003220498.1	NA	-1	1264182	1264935	ATP-binding cassette domain-containing protein
1232	EO946_RS06580	EO946_06580	WP_003220500.1	NA	-1	1265053	1266028	multidrug resistance efflux transporter family protein
1233	EO946_RS06585	EO946_06585	WP_003220502.1	NA	1	1266159	1266657	cupin domain-containing protein
1234	EO946_RS06590	EO946_06590	WP_003220510.1	NA	1	1267049	1267472	DUF1641 domain-containing protein
1235	EO946_RS06595	EO946_06595	WP_003220513.1	NA	1	1267511	1268690	NAD(P)/FAD-dependent oxidoreductase
1236	EO946_RS06600	EO946_06600	WP_032727337.1	uxaC	1	1268889	1270311	glucuronate isomerase
1237	EO946_RS06605	EO946_06605	WP_003220519.1	NA	1	1270393	1271773	MFS transporter
1238	EO946_RS06610	EO946_06610	WP_003220521.1	allD	1	1271877	1272891	ureidoglycolate dehydrogenase
1239	EO946_RS06615	EO946_06615	WP_003220523.1	NA	1	1272896	1273916	zinc-binding alcohol dehydrogenase family protein
1240	EO946_RS06620	EO946_06620	WP_003220525.1	uxuA	1	1273940	1275020	mannonate dehydratase
1241	EO946_RS06625	EO946_06625	WP_003220527.1	NA	1	1275016	1275853	SDR family oxidoreductase
1242	EO946_RS06630	EO946_06630	WP_003220529.1	NA	1	1275900	1277169	MFS transporter
1243	EO946_RS06635	EO946_06635	WP_003220531.1	NA	1	1277256	1278258	LacI family transcriptional regulator
1244	EO946_RS06640	EO946_06640	WP_003220533.1	NA	1	1278335	1279778	tagaturonate reductase
1245	EO946_RS06645	EO946_06645	WP_003220535.1	NA	1	1279774	1281268	altronate dehydratase
1246	EO946_RS06650	EO946_06650	WP_003220538.1	NA	-1	1281304	1282069	sulfite exporter TauE/SafE family protein
1247	EO946_RS06655	EO946_06655	WP_003220539.1	NA	-1	1282295	1282760	hypothetical protein
1248	EO946_RS06660	EO946_06660	WP_013307962.1	NA	1	1282909	1284181	ATPase YjoB
1249	EO946_RS06665	EO946_06665	WP_079288553.1	NA	1	1284325	1285462	response regulator aspartate phosphatase RapA
1250	EO946_RS06670	EO946_06670	WP_003220543.1	phrA	1	1285451	1285586	phosphatase RapA inhibitor PhrA
1251	EO946_RS06675	EO946_06675	WP_003220545.1	NA	-1	1285617	1285872	hypothetical protein
1252	EO946_RS06680	EO946_06680	WP_003220547.1	NA	1	1285995	1286949	LysM peptidoglycan-binding domain-containing protein
1253	EO946_RS06685	EO946_06685	WP_003220548.1	NA	-1	1286985	1287363	PH domain-containing protein
1254	EO946_RS06690	EO946_06690	WP_003220550.1	NA	1	1287469	1288072	poly-gamma-glutamate hydrolase family protein
1255	EO946_RS06695	EO946_06695	WP_003220552.1	NA	1	1288146	1288983	manganese catalase
1256	EO946_RS06700	EO946_06700	WP_003220554.1	NA	-1	1289027	1289624	ImmA/IrrE family metallo-endopeptidase
1257	EO946_RS06705	EO946_06705	WP_003220555.1	NA	-1	1289785	1290127	helix-turn-helix transcriptional regulator
1258	EO946_RS06710	EO946_06710	WP_003220557.1	NA	1	1290306	1290486	hypothetical protein
1259	EO946_RS06715	EO946_06715	WP_003220558.1	NA	1	1290472	1291309	hypothetical protein
1260	EO946_RS06720	EO946_06720	WP_079996342.1	NA	1	1291208	1292009	ATP-binding protein
1261	EO946_RS06725	EO946_06725	WP_003220561.1	NA	1	1292008	1292176	hypothetical protein
1262	EO946_RS06730	EO946_06730	WP_003220565.1	NA	1	1292260	1292620	hypothetical protein
1263	EO946_RS06735	EO946_06735	WP_003220566.1	xtrA	1	1292606	1292813	phage-like element PBSX protein XtrA
1264	EO946_RS06740	EO946_06740	WP_003220567.1	NA	1	1292927	1293437	sigma-70 family RNA polymerase sigma factor
1265	EO946_RS06745	EO946_06745	WP_003220569.1	NA	1	1293554	1294349	terminase
1266	EO946_RS06750	EO946_06750	WP_003220571.1	NA	1	1294345	1295647	PBSX family phage terminase large subunit
1267	EO946_RS06755	EO946_06755	WP_079996578.1	NA	1	1295650	1297138	phage portal protein
1268	EO946_RS06760	EO946_06760	WP_003220576.1	NA	1	1297157	1297985	phage portal protein
1269	EO946_RS06765	EO946_06765	WP_003220578.1	NA	1	1298009	1298945	phage portal protein
1270	EO946_RS06770	EO946_06770	WP_003220581.1	NA	1	1298966	1299350	DUF3199 family protein
1271	EO946_RS06775	EO946_06775	WP_003220584.1	NA	1	1299346	1299703	YqbH/XkdH family protein
1272	EO946_RS06780	EO946_06780	WP_003220585.1	NA	1	1299699	1300185	HK97 gp10 family phage protein
1273	EO946_RS06785	EO946_06785	WP_003220587.1	NA	1	1300197	1300638	hypothetical protein
1274	EO946_RS06790	EO946_06790	WP_003220589.1	NA	1	1300641	1300860	hypothetical protein
1275	EO946_RS06795	EO946_06795	WP_003220591.1	NA	1	1300856	1302257	phage portal protein
1276	EO946_RS06800	EO946_06800	WP_003220592.1	NA	1	1302258	1302702	phage tail tube protein
1277	EO946_RS06805	EO946_06805	WP_003220594.1	NA	1	1302792	1303239	phage portal protein
1278	EO946_RS06810	EO946_06810	WP_003220596.1	NA	1	1303280	1303421	hypothetical protein
1279	EO946_RS06815	EO946_06815	WP_013307966.1	NA	1	1303421	1308431	transglycosylase SLT domain-containing protein
1280	EO946_RS06820	EO946_06820	WP_003218424.1	NA	1	1308423	1309083	LysM peptidoglycan-binding domain-containing protein
1281	EO946_RS06825	EO946_06825	WP_003218425.1	NA	1	1309098	1310076	phage portal protein
1282	EO946_RS06830	EO946_06830	WP_003218427.1	NA	1	1310075	1310342	DUF2577 family protein
1283	EO946_RS06835	EO946_06835	WP_003218430.1	NA	1	1310398	1310824	DUF2634 domain-containing protein
1284	EO946_RS06840	EO946_06840	WP_003218432.1	NA	1	1310816	1311863	baseplate J/gp47 family protein
1285	EO946_RS06845	EO946_06845	WP_003218434.1	NA	1	1311846	1312425	YmfQ family protein
1286	EO946_RS06850	EO946_06850	WP_003218436.1	NA	1	1312421	1312694	hypothetical protein
